,MD,mf1,mf2,mH,mA,mE1,mE2,mu->e gamma,alfa,delta,y1,rho1,eta2,eta3,f2,f3,f1,rho2,rho3,k,I1,I2,mu,Rmuv
52033,823.566718821,822.45865561,1792.08381403,716.363094026,723.472124306,716.40652295,822.168887534,8.3435430549e-18,-0.0338113944039,-0.0010234666578,0.000942050874641,0.000503315206859,-0.00467409116055,-0.00574535282996,-0.00123082766215,-0.000527542298628,-0.000341172433587,0.0164596225796,0.00665545834111,2.49831139688e-06,0.131353514629,0.066649887177,-0.957421609742,-0.00389195776318
52075,983.32599557,974.411314913,1481.37196344,714.625104532,723.38559269,719.214889896,973.794950211,4.17257154199e-16,0.132998539088,0.000799311471864,0.000121010281403,0.000620135307915,-0.00060040609469,-0.000738014030271,-0.00179500461838,-0.00076935292531,-0.000497556329603,0.494320652176,0.000513791639087,1.33361457522e-05,0.272488877525,0.192768551503,1.98052176383,0.00805090147898
52100,1315.74072234,1310.00574919,1516.42093781,868.487684874,877.653037505,872.709341664,1309.52420983,8.54960411084e-17,0.167466030215,0.000691349486426,0.000330007614363,0.0214921929553,-0.0016373698223,-0.00201264096465,-0.000833237014003,-0.000357131857844,-0.000230964503452,0.00691533539452,0.00569640899579,1.05347845943e-05,0.351416968514,0.313237086657,3.78857629815,0.0154007166591
52157,762.183909721,761.517742423,1700.44713311,604.653358118,612.344412839,613.735135648,761.250686547,7.25152610936e-17,0.0266395298764,-0.0171188296919,0.000116724654397,0.000739186960223,-0.000579142475234,-0.000711876971317,0.00062636866839,0.000268466477699,0.000173622782043,0.162673845284,0.0211883080452,-3.96210108984e-05,0.199931216434,0.0976096472795,-19.9574539753,-0.0811278616884
52177,761.043413193,760.551918464,775.898136615,616.444491576,625.745062293,625.165960704,759.769815486,1.77241454768e-19,-0.179930447722,0.00990945330629,0.000753119464677,0.000171450114878,-0.0037366867623,-0.00459310337069,0.000438781231145,0.000188065044678,0.000121625524877,0.000988453844393,0.00015341863746,-8.76609675548e-06,0.182222517005,0.179641010637,10.6191140844,0.0431671304243
52212,1089.56998699,1089.48313589,1133.5734878,821.387421938,829.033669454,826.352447755,1089.09984284,1.23833195872e-14,-0.0443975070629,-0.00378419348681,0.00251449378515,0.0130590048656,-0.0124759431691,-0.0153353225111,-0.00037632320529,-0.000161295049543,-0.000104312819506,0.0541963792535,0.000449375334025,3.06130505625e-06,0.250741773891,0.2435308435,-10.9486062366,-0.0445065294169
52237,705.0479506,705.034866911,729.042630958,538.126041607,542.951956997,541.442695616,704.745433375,3.97572362138e-13,-0.0233468722432,0.0233588799677,0.000203103718444,0.0011178770538,-0.00100772189763,-0.00123868312736,0.00269972413993,0.00115712274125,0.000748335029475,0.00809654580145,0.00353387610875,-5.28300364155e-06,0.240472956653,0.234653877062,27.3181315285,0.111049315156
52292,765.984351088,764.434331786,964.818252771,645.490083448,651.79752042,649.026100704,763.893647698,4.66838727159e-13,0.0880640407156,-0.00106680624023,0.000286702214981,0.0422554300562,-0.00142250522219,-0.0017485312381,0.00247068131005,0.00105895320487,0.000684846775134,0.3281943823,0.0135154044369,-4.08950173095e-06,0.154043165489,0.129211384026,-0.995359465343,-0.00404617668838
52314,1232.52500565,1231.69500646,1254.69220353,688.779465296,692.501437304,694.447819086,1231.42962014,9.87860148223e-21,-0.191138879025,-0.00254983681808,0.000219424710689,0.000627517492407,-0.0010887003327,-0.00133822112633,-0.00196185391026,-0.000840865828109,-0.000543805191816,0.000986553973119,0.00244569644203,6.72923934651e-06,0.465683275101,0.458928601705,-15.1592811946,-0.0616230942869
52373,1557.96556797,1543.74779238,2509.45462231,617.939539419,624.516468804,619.490706453,1543.08873115,1.75845951946e-16,0.121636702409,-0.000468150268914,0.00064165652337,0.000456803114066,-0.00318365086719,-0.00391331638412,0.000480945583768,0.000206137013798,0.000133313038278,0.16879228636,0.0170735220556,-9.38684441098e-06,0.649057901951,0.409758820446,-5.37551612761,-0.0218516915757
52415,867.645011334,867.318124679,1419.7622715,705.592804286,711.610980184,706.694930725,867.069099973,1.52706874676e-17,0.0243274868195,-0.0118366403761,0.000185532928794,0.000113609982919,-0.000920542452442,-0.00113152289987,0.000565664309825,0.000242448117989,0.00015679617473,0.691653366008,0.00137432924236,-2.76018630051e-05,0.190576633615,0.127087966081,-17.1728277108,-0.0698082427267
52474,784.532250223,779.916041827,1274.75848648,676.710131186,678.019141585,685.571133633,779.590277365,1.26953335672e-21,-0.0967357008813,-0.00344671590154,0.000196636806962,0.000138222746736,-0.00097563559039,-0.00119924291327,-0.000730397661017,-0.000313054112167,-0.000202458520522,0.000173151093048,0.445742850727,2.01694468273e-05,0.122981096845,0.0827823150131,-2.72950379426,-0.0110955438791
52557,757.398995877,748.895376062,1125.01894185,586.983494056,596.367528276,593.918508916,748.1585949,9.89028235225e-16,0.15093391824,0.00139376463884,0.000334349485276,0.127353755996,-0.00165891250221,-0.00203912104233,-0.000511587024189,-0.000219270173224,-0.000141806522068,0.000918098456803,0.00688765998354,1.69354988994e-05,0.213017828018,0.153273895849,1.65860700807,0.00674230491084
52643,1481.71812231,1481.02838208,2228.49661254,945.831244172,953.514139151,947.189541247,1480.4345706,3.93609364954e-17,0.0303817805992,-0.00162062992796,0.000469640823948,0.00619296608962,-0.0023301756656,-0.00286423197469,0.000563994356384,0.00024173236297,0.000156333281266,0.0207848162332,0.00268849408551,-1.09364802985e-05,0.380861526377,0.268864483499,-12.0606646857,-0.0490270922182
52678,1488.25720245,1486.48300511,2072.28036131,856.343597439,860.719734216,865.733323551,1486.04355183,1.04996029108e-20,-0.0550613335681,-0.000229570308167,0.000519270147628,0.000878938796472,-0.00257641712598,-0.0031669098692,-0.00211159073071,-0.000905044192696,-0.000585310657609,0.000179962751498,0.376470474848,2.64189207113e-06,0.444729196327,0.334970908104,-1.92530992967,-0.00782646312874
52749,1600.35051294,1598.65855646,1767.56887708,825.330111545,827.422440158,834.694884809,1598.23689088,1.12024483411e-16,-0.100252272362,-0.00151520434187,0.000462762067243,0.33987665678,-0.00229604594206,-0.00282228001077,-0.000443191378823,-0.000189955268236,-0.000122847971254,0.000344125932487,0.000897675643904,1.41243710588e-05,0.512630393051,0.472006005213,-16.1812958148,-0.0657776252635
52814,890.934406747,890.863438425,1493.86037258,640.643695097,641.046691592,642.684386848,889.969353577,2.7758553621e-18,0.0108488382355,0.0110440690553,0.000123994756012,0.0315108915441,-0.00061521390047,-0.000756215658335,-0.00150498038696,-0.000645046286447,-0.00041716467456,0.000221035795239,0.294592869376,1.55232987587e-05,0.290241494228,0.186783276026,24.0610986491,0.097809344102
52825,1716.94524967,1716.7550611,2314.56696704,999.581718866,1001.80437053,1001.62821264,1716.6520945,9.87191626647e-15,0.0178374580972,-0.00298577339517,0.000113948825978,0.58927896527,-0.000565369890945,-0.000694947828646,0.00209232394709,0.000896786299549,0.000579970108597,0.0025290741409,0.0093655326458,-1.21500871719e-05,0.443799955534,0.34474229069,-33.3617589336,-0.135616906234
52833,1213.32251749,1211.46170592,1440.01581936,834.862394646,836.803962057,837.886361944,1211.22572251,2.75553710948e-22,-0.0903540779601,-0.00549184099635,0.000118325088712,0.00143239093656,-0.000587083209736,-0.000721637654171,-0.000526329964784,-0.000225589112105,-0.000145893109553,0.000178162135868,0.161217709352,4.65139519559e-05,0.323597722064,0.282573280625,-24.1523062553,-0.0981801067289
52873,1022.90740788,1016.48724274,1286.51531792,898.56006422,900.788463247,907.16989797,1016.30868486,3.24876760877e-18,0.154812063917,-0.00187129466167,0.000192005359421,0.281685363815,-0.000952656143534,-0.00117099677397,0.00121358599852,0.000520152387641,0.000336393226456,0.000543388223861,0.0786618525619,-1.24318071933e-05,0.109291214757,0.0917044376819,-2.25833067007,-0.0091802059759
52925,653.780073373,653.506833125,672.77874423,564.774257294,569.724509742,573.615003508,652.591487024,5.50924392215e-18,-0.119355261933,-0.00772336565706,0.000777217322591,0.000932161029426,-0.00385625098935,-0.00474007069474,-0.00091998771975,-0.000394313884317,-0.000255010883221,0.0414861866504,0.00188089332386,4.0512931771e-06,0.123332383465,0.120840957418,-4.29962540057,-0.0174781520348
52955,1060.14993426,1060.05042652,1129.44442269,774.130668159,776.475855224,777.783291563,1059.62031578,2.91269006876e-17,-0.0378766293211,0.00161864889425,0.00182051079974,0.0847074621791,-0.00903266868679,-0.0111028790024,0.000865216209391,0.000370838389442,0.000239828798795,0.000799099115883,0.44797673603,-1.83907850205e-06,0.277464794622,0.264615176587,4.81875001168,0.0195884146816
52978,1169.663248,1168.4551972,1586.25814571,530.18781586,530.597134604,530.256657467,1168.08479104,7.17638537399e-14,0.0537980283798,0.00022882456787,0.000145814688938,0.00835455162491,-0.000723475946992,-0.000889290438864,-0.0108675996995,-0.0046579376645,-0.00301238390292,0.156864546699,0.342817499882,1.82802977669e-06,0.589860320626,0.449309078783,1.42498799841,0.00579263413988
53005,1283.08124142,1283.0125962,1636.37531671,821.360738826,824.304133732,825.71147695,1282.41577293,4.00614570404e-20,0.0139382696841,0.0017055313537,0.00019082098612,0.000348127890075,-0.000946779742456,-0.00116377355208,-0.00452496386909,-0.00193943466995,-0.00125427221258,0.000129565659555,0.00843401206856,3.35487947648e-06,0.37633379703,0.3086881836,9.43997132446,0.0383738671726
53053,1708.60500476,1707.95543287,2195.2366604,986.828698561,995.818251245,988.158449292,1707.78788311,1.80666291096e-14,0.0365191202058,0.000170452181075,0.000127337050758,0.934052767833,-0.000631797071028,-0.000776599549582,-0.0179591429198,-0.00769742818483,-0.00497808481522,0.00265364972659,0.947041905483,1.26671169696e-06,0.449235818723,0.364169426392,1.90108968694,0.0077280068575
53055,1011.03204617,1010.76721194,1048.82879327,722.912660268,729.523491121,722.974794889,1009.99657586,1.91961491878e-16,-0.0835119398656,0.000588656498939,0.000116518124355,0.000134677519587,-0.000578117753247,-0.000710617391826,0.0284526846507,0.0121950416979,0.00788678379834,0.418770196465,0.299446507807,-8.73778670351e-07,0.297176705297,0.289080887149,1.68324749379,0.00684246948697
53092,1138.16901973,1137.95756153,1274.43588007,689.653803407,696.535971774,691.779830057,1137.66814472,5.41526875377e-15,0.039372468819,-0.000475747189956,0.000714441500847,0.0332985072939,-0.00354478170312,-0.00435721531525,0.00309935932895,0.00132840948815,0.000859109684759,0.0234362985527,0.00731598093785,-1.30821634392e-06,0.416224676892,0.38031437168,-2.23101356885,-0.00906916084899
53136,935.002113277,928.856456971,1591.94455471,801.325780509,803.18698499,801.994598224,928.716939333,5.52454902031e-19,-0.0964210078942,-0.00382367738877,0.000155389247673,0.136292024348,-0.000770981194907,-0.00094768348281,-0.000608793362083,-0.000260933564868,-0.000168751092684,0.000140171152899,0.586678612483,3.06215593028e-05,0.13952391066,0.0896986262605,-4.82097386332,-0.0195974547289
53149,688.500286052,687.77263719,1336.84213818,593.124922509,597.196956853,601.687102061,687.483161733,9.69753024928e-17,-0.033488562402,0.0282040242222,0.000112600419434,0.00708581396001,-0.000558679620517,-0.000686724205525,0.00045364648263,0.000194436406956,0.00012574601565,0.0276419740838,0.226428066885,-5.67101267978e-05,0.12734652876,0.0726181407923,17.9241370557,0.0728623457548
53192,1423.78706455,1423.61590501,2119.86410337,745.283754686,747.769217165,755.233716365,1422.83527904,4.81381314875e-18,0.0156796481577,-0.00303320741308,0.000323420703575,0.000952443881486,-0.00160468812504,-0.00197246890223,0.000880382577307,0.000377338812563,0.000244032755864,0.0264895464456,0.0241800393015,-1.01736997779e-05,0.502881481107,0.353652794578,-25.3552742971,-0.10307022072
53218,1125.16912184,1124.493098,1393.96212873,566.017319473,575.423867354,568.911263646,1123.9656706,1.81042249258e-20,0.0501081456646,0.00283241763329,0.000128834115495,0.00164414745144,-0.000639224925769,-0.000785729805025,-0.0013056783655,-0.00055962389162,-0.000361920258327,0.000432019159004,0.202366009372,1.72207113083e-05,0.530729420577,0.441901682765,15.3001539332,0.0621957476959
53258,612.539401183,612.497955751,1565.6124961,546.789171146,547.114237282,552.504867749,612.158430319,4.56540132371e-20,0.0065943035415,-0.0163424130489,0.000388510477822,0.00135303332239,-0.00192763834635,-0.00236943654882,0.00179766373285,0.000770492642433,0.000498293408062,0.000100634829763,0.00478867608402,-4.14769661105e-06,0.098989427727,0.0426094026761,-6.52612698516,-0.0265289714844
53345,1070.40459156,1065.51569047,1848.37647316,808.679192423,809.024515527,816.075589546,1064.68947106,6.66881754707e-18,-0.0791072736757,0.00476070947794,0.000130445384831,0.0190318209682,-0.000647219419446,-0.000795556568195,0.000414563631311,0.000177685193236,0.000114912661878,0.00288205960998,0.006355672721,-5.35671149307e-05,0.242332451067,0.151897839222,12.796904546,0.0520199371789
53507,1016.09197443,1003.80884267,1811.83891051,737.273489374,739.658218347,742.011841531,1003.54538908,6.1241471671e-16,-0.123608201706,-0.000267222040297,0.000154567948013,0.234551272739,-0.000766906224451,-0.00094267456402,-0.00396208511456,-0.0016981804626,-0.00109824816437,0.00117989067876,0.00598153790307,4.73015020748e-06,0.27167300175,0.16312357538,-0.701315831547,-0.00285087736401
53522,1759.68979627,1758.95152809,1910.62436056,784.603794316,792.574024095,787.342938845,1758.31598191,1.42122434877e-15,0.0698242254673,-0.000297489733521,0.00043014426232,0.00108722192075,-0.00213420904156,-0.0026233514785,0.00378302812042,0.00162143524377,0.00104861545598,0.361642622074,0.00151767176389,-1.78018226753e-06,0.596818760734,0.556547250034,-4.22726267529,-0.017183994615
53528,891.960066902,890.802034114,1323.25251148,569.508370878,578.068104542,574.467687022,890.699074631,4.75202675776e-13,-0.0517709645687,-0.0026263909994,0.000220952636806,0.00541882811296,-0.00109628130964,-0.00134753959827,-0.000734940820479,-0.00031500134561,-0.00020371783636,0.963445921465,0.00201211872416,1.78388402323e-05,0.375224698727,0.268282691756,-6.99566986769,-0.028437682389
53543,1366.846928,1354.86106894,2076.20332042,683.393095918,684.409501355,684.854196742,1354.01817357,1.60341316766e-20,0.129262932154,-0.000137196301394,0.000862091878415,0.000124905673547,-0.00427736562531,-0.00525770119923,0.000950752217685,0.000407499787149,0.000263538477255,0.00575710960421,0.0153534517195,-3.53425005692e-06,0.531082449685,0.361894481347,-1.07608080103,-0.00437431219931
53689,588.453779071,586.55395265,877.190128503,504.348204844,508.724413207,514.107018175,585.90589402,4.66352770257e-15,0.0809387350543,0.00246730774016,0.000231243532389,0.0746237313761,-0.00114734074323,-0.00141030141682,-0.00151283217223,-0.000648411622617,-0.000419341106543,0.0127372972329,0.00142031351948,8.28052414528e-06,0.124941513462,0.0910423905769,1.1202549638,0.00455388196665
53736,1302.88795357,1300.12760958,2134.1323679,526.625064171,530.100117709,530.58567158,1299.85390393,1.81249158972e-14,0.0575621752593,0.00139585967805,0.000215716995092,0.0620846265239,-0.00107030408557,-0.00131560861688,-0.00117422643392,-0.000503282572457,-0.000325483170684,0.00977255399387,0.000379913378567,1.14362057343e-05,0.641601564404,0.401423017361,11.2993714031,0.0459324040777
53738,1035.83056004,1034.92526667,1757.06922288,835.595534567,845.182127769,835.788337023,1034.50128255,1.56682730792e-19,0.0354138842184,-0.000715888543032,0.000959536007408,0.00215175296194,-0.00476084560949,-0.00585199065571,0.000987803840689,0.000423380400633,0.000273808795982,0.000176599011617,0.0194070276028,-3.0562310765e-06,0.198121689766,0.127538269244,-1.52953767511,-0.00621763282563
53781,1171.78073329,1170.87542234,1210.85387091,804.812606286,809.562892505,810.038972198,1170.55814212,1.92064099539e-20,-0.151056284109,0.00841621642109,0.000151125545637,0.00106575136718,-0.000749826358648,-0.000921680139231,0.0007674219738,0.000328923020278,0.000212721269144,0.0022298923249,0.000115646778425,-2.49773329053e-05,0.323312268098,0.315239300784,34.5462396566,0.140431868523
53853,1826.26845743,1815.91143994,2556.73647437,984.73320336,991.53942229,990.392408094,1815.60604139,1.65973068857e-15,0.118515919762,-0.000199336714158,0.000877440683614,0.4121746429,-0.00435352044522,-0.00535131005174,0.000542014491242,0.000232311622003,0.0001502406947,0.000544358833219,0.00259208751047,-6.09101276146e-06,0.486464139095,0.361583489739,-2.65351162966,-0.0107866326409
