,MD,mf1,mf2,mH,mA,mE1,mE2,mu->e gamma,alfa,delta,y1,rho1,eta2,eta3,f2,f3,f1,rho2,rho3,k,I1,I2,mu,Rmuv
79728,1528.23919998,1518.58883816,2448.6261492,770.855228252,774.993808192,772.743518076,1518.4142954,3.45542933749e-14,-0.102041198116,-0.000187136270731,0.00107252973226,0.252435607858,-0.00532147665898,-0.00654111354102,-0.000625999451917,-0.000268308228649,-0.000173520439134,0.00575171305412,0.000990805808052,4.3145437897e-06,0.527771111753,0.341986013259,-1.83797660382,-0.00747144960903
79774,1523.79329489,1523.29577053,2125.32759926,686.117639972,692.13060796,694.772176152,1522.37673057,1.02732423674e-17,-0.0287512865557,0.00212037025814,0.000223952094341,0.00284636808746,-0.00111116345489,-0.00136583260378,0.00105808487216,0.000453503396753,0.00029328995592,0.00915813167735,0.828770574932,-1.22248219109e-05,0.586984831405,0.435619934245,22.3670148846,0.090922824734
79790,961.878893639,953.978494339,1492.56325125,850.796177155,859.903932267,857.469635889,953.576054382,6.76675736925e-21,0.121412950602,-0.000849654798169,0.00021172737635,0.000775971548634,-0.00105050914434,-0.00129127684464,0.00220654486473,0.000945742272262,0.000611630941089,0.00029028528086,0.0413666966781,-6.2005240503e-06,0.102444560013,0.0719001093618,-0.850166516129,-0.00345596144768
79881,1139.80101082,1139.650922,1476.77500981,573.277508349,578.352497516,581.119383413,1139.2334602,1.2949741919e-14,0.0211014117472,0.00663944246389,0.000116187571625,0.000724111047394,-0.000576477678772,-0.000708601426326,-0.00127690293807,-0.000547290519857,-0.000353944013636,0.966485515755,0.000270294901224,1.95254302904e-05,0.526328442917,0.421083578844,36.6470689599,0.14897182504
79885,1137.99926421,1135.32790656,1928.8566878,998.167130388,1001.43947515,1003.91124028,1134.41241638,7.87999179856e-20,0.0580535320816,-0.000482601310088,0.000557159466215,0.0335554942462,-0.00276440923325,-0.00339798815767,0.00211985425754,0.0009085860045,0.000587601220007,0.00145075929278,0.000103450665358,-2.45263350699e-06,0.11717204162,0.0761507316452,-0.774205382113,-0.00314717635005
79914,583.295537097,582.053057264,1155.41645225,504.674562709,506.33590517,508.383257924,581.648236846,1.02847811641e-13,-0.0465679017799,0.00428225480287,0.000197352652642,0.924828364103,-0.000979187339087,-0.00120360869235,0.00143839225899,0.00061650609746,0.000398707148487,0.00501116750181,0.000438744553446,-1.02046442507e-05,0.128533478789,0.0717541914301,1.96599569236,0.00799185240797
80002,1255.17774675,1218.72915326,2205.52843226,905.335031589,908.997739072,906.742937255,1218.52514255,4.96280778987e-21,-0.193391093363,-0.000434991481803,0.000267859891882,0.00132478622501,-0.00132901692107,-0.00163361621891,-0.000756991637332,-0.000324452497032,-0.000209830089992,0.000296683935347,0.101342179491,1.42862880858e-05,0.2665589007,0.15976277605,-1.65701191937,-0.00673582081045
80038,820.140698898,820.090373557,931.690467642,726.947797612,731.218238817,731.853907423,819.839660147,2.09753731463e-19,0.0212370274993,-0.0437049386323,0.000168066941092,0.00524069707802,-0.000833882993885,-0.00102500183548,0.000903082711728,0.000387068266539,0.000250324993471,0.00010953648632,0.00148499839919,-1.90857113069e-05,0.109212263416,0.0996212869763,-34.2590677854,-0.139264503193
80118,761.088927532,760.759818168,1669.83870764,565.702303171,569.601958836,568.63463644,760.310310972,9.08781364011e-18,-0.0190281050752,0.0270211476392,0.000128605607237,0.231645303359,-0.000638091156397,-0.000784336185422,0.000442462830057,0.000189643006575,0.000122646025227,0.000129314871525,0.115354646122,-5.09074656991e-05,0.262404467274,0.128918623738,39.5499786365,0.16077227088
80156,734.134338263,733.924461797,915.863824768,582.168560203,589.384397294,591.310313814,733.333046424,2.16291734631e-20,0.0339705101543,-0.0123493883988,0.000161225697205,0.00927201301748,-0.000799939394404,-0.000983278653661,0.000859747391278,0.00036849441151,0.000238312900151,0.000221574677773,0.0139859331426,-2.0898400321e-05,0.199746062624,0.168662567724,-13.3548192856,-0.0542878832748
80198,675.15483485,675.057915555,766.187859625,524.051664986,528.904901691,531.334264054,674.768614871,9.4646665439e-21,0.0326175685358,0.023458345807,0.000300081967925,0.000966209792987,-0.00148889036832,-0.00183013129126,-0.000413092343679,-0.000177054587926,-0.00011450483648,0.000178253800182,0.0930963855859,2.33685157716e-05,0.219945920557,0.200087035375,23.3214453789,0.0948026234916
80227,1321.71858383,1302.35625636,2131.1242485,934.824256766,939.989987206,943.701849046,1301.82076774,2.63056702014e-16,0.153450400377,-0.00135056746949,0.000177567281686,0.000595418458503,-0.000881020000162,-0.00108294223996,0.000428942032358,0.000183847887634,0.00011889820285,0.678949449805,0.000867527015144,-3.80326531733e-05,0.28735872001,0.18942255984,-6.24367581676,-0.0253807960031
80291,732.031968032,731.212104687,1299.54349495,652.744266833,661.379135372,657.178986904,731.053297139,5.08514865299e-14,-0.0379904454481,0.00446083626959,0.000730348505745,0.0326879053766,-0.0036237060935,-0.00445422850007,0.000450115507327,0.000192923003509,0.000124767266574,0.207681576504,0.0161425028435,-8.81178828229e-06,0.102734534151,0.0641299767813,2.62994091348,0.0106908167215
80316,1867.067502,1866.94286534,1980.78006847,908.30157455,917.528143386,917.284496549,1866.06251071,9.32524067842e-18,-0.0330948243934,0.00135608865419,0.0011321881375,0.161672989826,-0.00561747853331,-0.00690495651027,0.000840950622798,0.000360437970503,0.000233102634374,0.000280939377026,0.00018332809975,-3.04248942705e-06,0.54723988358,0.521198083031,20.5873006754,0.0836882141275
80335,736.036226242,735.929693358,1520.13378634,518.371447085,523.403690475,521.96258616,735.42932212,3.46069349848e-19,0.0116556668176,-0.00500927532978,0.000763174054733,0.000309258899895,-0.0037865737395,-0.00465442401588,0.000618561154575,0.000265120116619,0.00017145862164,0.00760598428052,0.000114613286488,-6.13637559538e-06,0.303825158207,0.158007379341,-7.72944656529,-0.0314205144931
80338,722.424621559,720.401467692,1299.84587769,567.664168901,572.520616546,569.501087141,719.536590536,4.73503279528e-21,0.0591237018512,-0.00450360758859,0.000195690490113,0.00064579909911,-0.000970940333122,-0.00119347154324,0.000613338836543,0.000262881790537,0.000170011050216,0.00112690034548,0.00783127462077,-2.41350380867e-05,0.215498795843,0.130471425151,-5.00719162326,-0.0203544374929
80421,993.475053305,991.742952404,1847.04131251,656.950557779,662.817966683,663.248503359,991.067866191,2.11807713928e-14,0.0450167842045,0.00102406657394,0.000160231107147,0.188804607895,-0.000795004624189,-0.000977212876369,-0.0025432381154,-0.00109005161536,-0.000704958755565,0.00805523598193,0.00799921402718,7.10860392859e-06,0.348254527343,0.200191545137,3.19272083842,0.0129785399936
80434,1132.41160338,1130.38205502,1641.74041109,756.282904599,756.590380851,756.708498911,1130.16293904,7.89767944261e-18,-0.0630412366164,-0.00207096339266,0.000115139691039,0.0298939239458,-0.000571278501617,-0.000702210642287,-0.00122538848326,-0.000525211024296,-0.000339664750622,0.00138330992496,0.141957473524,2.05314357521e-05,0.348017455951,0.254785958081,-8.38940207098,-0.0341032604511
80446,826.649883398,826.55664656,844.688034944,654.891985318,655.37895049,656.743171665,826.04812838,6.59565864907e-20,0.071771356031,-0.0255757164845,0.000497286651764,0.00462858918339,-0.00246734354358,-0.00303283755573,0.000474555161114,0.000203398029,0.000131541680584,0.000375131795908,0.0263144982085,-1.22750896172e-05,0.211792417554,0.208501274081,-36.8950411578,-0.149979842105
80480,1833.47281948,1820.3846587,2368.59777322,924.21061469,933.483532332,932.176025543,1819.99539702,4.35427244482e-17,0.155134361907,-4.71915032658e-05,0.000366484633188,0.0113589785618,-0.00181835464578,-0.00223510595988,0.00487421826726,0.00208912781846,0.00135108184453,0.0163993083298,0.0417745201916,-1.62165114204e-06,0.52403183227,0.417751776369,-0.662893559662,-0.00269468926692
80489,939.611598436,939.532656073,1544.72478777,734.65817869,737.194629084,738.420073184,939.311279334,1.08424658047e-19,-0.0114213611753,0.0139617750859,0.000110387909163,0.0111175100638,-0.000547702002449,-0.000673230611398,0.00142244352351,0.000609670345524,0.000394286327389,0.000159691983247,0.000218795601396,-1.84485243892e-05,0.221369062047,0.14647059993,27.0487646542,0.109954327862
80493,1012.81183498,1012.73998673,1986.46602023,786.249112708,788.490497655,788.414879568,1012.00790807,3.38661020146e-18,-0.00859003735838,0.00320632014695,0.000428081903054,0.000701965515482,-0.00212397641456,-0.00261077362102,0.00185249732681,0.000793994746822,0.000513492701407,0.0939641246468,0.000136361747912,-3.6528657883e-06,0.228855778974,0.12721897992,7.42021617067,0.0301634803686
80566,1728.3497955,1723.80094594,2060.84233102,842.688919062,850.3473223,844.95502348,1723.07787254,6.32825745327e-18,-0.116436983395,0.000282565914175,0.000564845896352,0.00207773272171,-0.00280254631918,-0.00344486593713,0.000968788539564,0.000415230294835,0.000268537955263,0.0166402151731,0.219296968713,-5.29369851598e-06,0.54860463825,0.47132386394,3.66315672478,0.0148908809951
80573,703.276191621,703.012012249,884.044105261,606.306057842,608.760519168,607.520825796,702.150780248,1.73336130657e-17,0.0382100274505,-0.0310741777657,0.000111949127293,0.391466595564,-0.00055544816145,-0.00068275212371,0.000605451424335,0.000259501184385,0.000167824742823,0.000213044107923,0.00191898615128,-4.27383899116e-05,0.137668167037,0.11591691451,-22.1253919291,-0.089940617598
80580,751.029693572,750.262929148,1581.30480131,589.064260983,593.591796149,589.356365153,750.030833203,3.47316662323e-21,-0.0303798993449,0.00414343664879,0.000236609424611,0.000422441055973,-0.00117396421982,-0.00144302676626,0.00103444599903,0.000443371592073,0.000286737509854,0.000488364688651,0.000275384193643,-1.18352738381e-05,0.22173487589,0.114599150773,5.12611845362,0.0208378798928
80628,703.748047068,690.387336249,1189.37351643,501.404555235,501.590372513,503.380323515,690.206654209,1.76903909794e-14,-0.164372033337,-0.00223455092981,0.000110549406348,0.755239709408,-0.000548503288861,-0.000674215545794,-0.000723177819873,-0.00030995963216,-0.000200457256779,0.00126262569809,0.00270796441072,3.6234031874e-05,0.28259861575,0.177374865269,-2.86457936229,-0.011644631554
80645,1232.21403344,1215.09358902,2112.60090242,741.594918377,746.21660733,745.75444358,1214.435359,4.74410262582e-20,0.138557172909,0.000218567926227,0.000220618566517,0.000234046003196,-0.0010946237824,-0.00134550217998,-0.00225442331409,-0.00096626334764,-0.00062490234178,0.00634489836251,0.0719892321631,5.8242585921e-06,0.409432494231,0.250052443553,1.15436115397,0.00469252501614
80665,1197.12425435,1196.90285921,1745.77785353,837.874789396,842.277782118,842.499234222,1196.08164823,1.51615421441e-18,0.0200852168884,-0.00138964528663,0.000364657654422,0.00519091915121,-0.00180928988555,-0.00222396363423,0.0017936754094,0.000768783216015,0.000497187886908,0.00426592405,0.0104768077017,-4.42882975419e-06,0.309672409659,0.226667737556,-5.75840085803,-0.0234081335692
80698,657.527402668,640.223729842,1553.82384505,552.270627909,554.772951936,560.7767455,639.875058192,1.43235455706e-14,0.138061194247,-0.000993205550645,0.00109927201667,0.916258714741,-0.00545416150494,-0.00670420861748,0.000383569643445,0.000164400929236,0.000106321455659,0.00262024025733,0.0126197495022,-6.87019039705e-06,0.126105377098,0.0571164770373,-0.542254344282,-0.00220428595237
80717,712.347864448,709.71103803,843.423521527,597.513287853,605.036241438,598.87958128,709.529032055,2.58331762671e-13,0.140894038531,-0.00216562634784,0.000266362957818,0.243319331812,-0.00132158971469,-0.00162448676042,0.00110648706324,0.000474248951899,0.000306706532285,0.0366878441621,0.000413963101119,-9.82874357987e-06,0.159948932628,0.140703036686,-1.80241468238,-0.00732688895275
80773,1254.79111294,1253.40016641,1395.85209684,632.40837012,634.429799449,640.723952337,1252.80542278,2.76946807217e-14,0.0989761046642,-0.000243119677863,0.000640724707704,0.135997217137,-0.00317902755917,-0.00390763345348,0.00242138927911,0.00103782625745,0.000671183544554,0.00980396575879,0.0171892996774,-1.8671623762e-06,0.524774666602,0.480055372181,-1.61987411065,-0.00658485410832
80784,1033.92896691,1033.62325387,1326.38262847,721.165864132,726.681712351,728.651088883,1033.13202381,1.88749414059e-13,0.0323204341371,0.0049493064441,0.0001416782522,0.553286256308,-0.000702952551797,-0.000864063257234,-0.00122342400232,-0.000524369032505,-0.000339120217247,0.0109143025802,0.0286256894842,1.67123678909e-05,0.308736396269,0.253039403231,15.2626410474,0.0620432562902
80912,1220.66513831,1220.64216397,1518.00837132,862.766016425,869.386962771,864.154247153,1219.7446581,1.46796690062e-14,-0.00878984731679,-0.00221940936705,0.00241662008205,0.00792020142977,-0.0119903318047,-0.0147384131803,-0.000555757032681,-0.000238201782033,-0.000154049982101,0.000288898219487,0.0180877119693,2.15687425821e-06,0.305195686578,0.256912245276,-9.45458709212,-0.0384332808623
81029,1248.07507228,1245.32180501,2136.53789714,517.588872769,523.86679792,526.595585357,1245.17340323,1.12684469324e-15,0.0556104672062,-0.000127614759982,0.0010412061397,0.000285471390588,-0.00516606113841,-0.00635007811397,0.00292230728493,0.00125252360651,0.000810032727368,0.192093068723,0.519570149711,-9.52040828085e-07,0.62504807318,0.37425697753,-0.934031873361,-0.00379687753399
81045,916.033755386,890.398172535,1757.76730972,704.884512931,708.525940886,712.675323465,889.746230739,1.2772893677e-15,-0.172775630842,0.000412809384101,0.00015757331161,0.00143368965571,-0.000781817673292,-0.000961003589247,0.00240342221798,0.00103012543546,0.000666203264895,0.450750972644,0.000257744929025,-7.64901373022e-06,0.205441592414,0.113895571752,0.673369425385,0.00273727408693
81051,831.891965514,831.556569854,1826.27076414,616.193397821,625.624036226,620.622128911,831.095503395,4.86557748476e-16,-0.018363437056,0.00278418717017,0.000870686577782,0.00393813038918,-0.00432000919098,-0.00531011830499,0.000600344002656,0.000257312103772,0.000166409019455,0.0654035515094,0.000332448925641,-5.54186763261e-06,0.263650175141,0.129422653305,4.89052394965,0.0198801786571
81151,1924.48061559,1923.46175276,1972.2452978,996.285027665,998.901291025,998.213649347,1922.51486977,1.09268738618e-16,-0.145025585795,0.00226376929096,0.000262666015092,0.00800799313648,-0.00130324691836,-0.00160193995225,0.00111626239175,0.000478438733646,0.000309416150146,0.0243065032975,0.432301963004,-9.87979642489e-06,0.515965823917,0.505647039473,35.1330043109,0.142817090695
81167,1025.7543393,1024.80656874,1415.40542651,909.064579389,916.262804608,910.444361098,1023.92699968,5.02618211638e-17,0.0492790030256,-0.00673578140469,0.000250786586345,0.0250488973784,-0.00124430579916,-0.00152949003324,0.00060544792377,0.000259499684016,0.000167823772503,0.0151223548878,0.244366038973,-1.90781859002e-05,0.112805277308,0.0880983158753,-8.50009966188,-0.0345532506581
81211,1252.1917192,1251.89367453,1849.64209424,895.595816973,897.511562999,903.25372817,1251.61847017,5.04369066647e-16,-0.0223314829569,0.000119883367204,0.0083446020208,0.0617224757565,-0.0414026796149,-0.0508918192485,0.000792801144414,0.000339800729981,0.0002197561073,0.00245799064042,0.000698618695026,-4.37873111638e-07,0.290924702236,0.210875081353,0.517362004764,0.00210309758034
81229,1143.90751104,1143.78751946,1894.25349062,934.170867165,944.112851141,939.419137936,1143.62755827,2.73064136888e-16,-0.0126450765492,-0.0162650583721,0.000122509241746,0.0035924102647,-0.000607843354689,-0.000747155846576,-0.00092477631079,-0.00039636631164,-0.000256338230102,0.260966528091,0.000523573829913,2.5568934248e-05,0.183816901688,0.121358949951,-39.7678003801,-0.161657725122
81242,1752.39608879,1750.70788995,2162.25046387,834.02195679,840.884588829,836.799853636,1750.5106617,5.79885450972e-19,-0.0640916987421,0.000632175399581,0.000490463145276,0.189935489621,-0.00243348795019,-0.00299122255024,0.000789376370663,0.000338332845343,0.000218806796173,0.000184850836009,0.0957097694633,-7.48217175998e-06,0.562710117168,0.469132718575,8.5916125245,0.0349252541647
81317,1176.63351618,1166.70540443,1507.180745,596.765921549,601.841287198,599.769925384,1166.41294071,6.95292583959e-16,0.171602682614,-0.000988163228195,0.000109626753315,0.000489612035427,-0.000543925442268,-0.000668588495963,0.00111982848354,0.000479967188294,0.000310404633142,0.360085610745,0.0312493622528,-2.3596637039e-05,0.521739949604,0.418747807759,-5.68530153965,-0.0231109818685
81334,1548.3364387,1547.94576452,1610.97994179,800.364309494,810.133047346,809.408903939,1547.42917812,2.43273568797e-19,0.0788077534819,-0.000171200491611,0.00112880291475,0.000172033236846,-0.00560068237064,-0.00688431081093,0.00496161757728,0.00212658784176,0.00137530801056,0.000103041868732,0.00432903668402,-5.17221732728e-07,0.511690426054,0.495442474479,-1.71191788478,-0.00695901579179
81422,1818.79092762,1818.41973266,2533.19806849,901.857192689,910.006468396,910.126728438,1817.50601562,2.06850692006e-14,-0.0227904521925,0.00129395484918,0.000188210215591,0.00685113324721,-0.000933826111414,-0.00114785105973,0.00207743300451,0.00089040392587,0.000575842496526,0.295164902446,0.00247382998398,-7.40880143413e-06,0.536829010643,0.401021663688,18.4108264919,0.0748407580974
81516,648.358196352,644.155263026,1520.67169191,506.646719566,516.189887357,515.743408991,644.023086855,3.01836375006e-20,0.0693017032495,0.00514364581297,0.000234814940305,0.00302896811344,-0.0011650606845,-0.00143208261689,-0.000490705364751,-0.000210320131754,-0.000136018346528,0.000245846985373,0.0021039761522,2.51403687012e-05,0.20570232178,0.0944828396324,4.39917972841,0.0178828444244
81544,1094.17049127,1084.46334766,2006.75444137,897.598057079,899.967272671,907.087466791,1083.66687942,6.13183457933e-14,0.1027724014,0.00244965607152,0.000197885585892,0.0162452300763,-0.000981831547232,-0.00120685893036,-0.000505600737607,-0.000216704404286,-0.000140147186627,0.541522057945,0.206680650343,2.89531829478e-05,0.167256820101,0.0995005907322,4.95040816122,0.0201236104114
81560,907.896781886,907.588685563,1363.50510585,729.597177215,738.61561512,739.199828567,907.344347111,2.54050461474e-17,0.025998576305,0.000530776380969,0.000123592480896,0.000166622648633,-0.000613217967328,-0.000753762274409,-0.0185496309821,-0.007950515956,-0.00514176187206,0.000267916646992,0.910786374808,1.26354539733e-06,0.190954202817,0.13771401755,0.844787538932,0.00343409568672
81645,820.172883465,820.040169823,824.465835762,689.305516828,695.688998556,689.854102477,819.130322041,4.19749646683e-16,0.174045696534,0.00618297025801,0.00455694921613,0.0207680024509,-0.0226098150573,-0.0277917910589,-0.00045298947976,-0.000194154810422,-0.000125563901391,0.00924737520827,0.313202789812,1.40331726933e-06,0.161821552552,0.16120780157,6.93376917983,0.0281860535765
81654,1135.47931803,1135.2755515,1794.1477896,759.866939225,767.661401792,769.155797852,1134.89119478,5.88323095811e-18,0.0175868562133,0.00700744823264,0.000378143513714,0.00128274970962,-0.00187620149022,-0.00230621080573,-0.000363763310997,-0.000155911781268,-0.000100831349408,0.029080888726,0.00553325296054,2.10592366501e-05,0.338974102958,0.229535133232,28.0524133109,0.114034200451
81978,937.40294923,937.275470115,964.796228479,685.994901094,695.733352654,693.838145399,936.322388343,1.12500871385e-17,-0.0681122418909,-0.00166463823426,0.00200894893354,0.00172279131716,-0.00996762563999,-0.0122521200832,-0.0010483393591,-0.000449326394142,-0.000290588602588,0.0147982458766,0.0849928255487,1.37545816519e-06,0.269753822767,0.264050844001,-3.78279539097,-0.0153772170365
81992,1551.5876352,1547.71111181,1917.83648646,922.960068359,930.698987588,932.002535102,1547.37890704,2.28539794406e-22,-0.102519812393,0.00085312092515,0.00018498354993,0.000238898781932,-0.000917816647539,-0.00112817236382,0.00111135173787,0.000476333989243,0.000308054968735,0.000444704491295,0.000278504629631,-1.40907312575e-05,0.422668143769,0.354455857153,7.48297746959,0.0304186076
82012,1012.32441502,1009.0056991,1253.45306183,695.421899611,696.443676878,705.3880305,1008.42725652,5.32405358396e-17,-0.116783095587,-0.000648385108246,0.000187594183363,0.00163677949788,-0.000930769598361,-0.00114409402006,-0.00221698147283,-0.000950215483578,-0.00061452385867,0.0572974325795,0.000540904445165,6.96525053697e-06,0.315044999723,0.265299950888,-1.93586764412,-0.00786938066717
82013,911.87529895,911.541615231,1071.16340572,599.307376435,606.772329034,605.090766427,911.045348176,3.93492005334e-17,0.0457375449039,-0.00414718794377,0.00032902703851,0.0207700178737,-0.00163250458513,-0.00200666065679,0.00066067540229,0.000283170610386,0.000183132246489,0.00273663735085,0.23516056445,-1.33259582456e-05,0.353863499604,0.311503368018,-11.059201791,-0.0449561048414
82026,969.816512002,969.476399813,1083.2847664,697.696811128,706.681245186,705.600867364,968.755717197,1.70358768467e-15,-0.0546941091798,-0.0131953415473,0.000179124912197,0.347354636967,-0.00088874835879,-0.00109244187221,-0.000478294087656,-0.000205000561965,-0.000132578071548,0.00165450881187,0.0104381920255,3.38117128097e-05,0.283541400635,0.260596783344,-33.4202309025,-0.135854597165
82199,1612.30153822,1611.13176109,1705.60335553,790.174150032,799.807914646,791.064213069,1610.39514294,7.84590898491e-16,0.111506786571,0.000659778864117,0.000468818346154,0.20232377791,-0.0023260948497,-0.00285921587073,-0.00149859134606,-0.000642307893879,-0.000415393699874,0.000928819809801,0.00189036633316,4.12316159167e-06,0.547628369007,0.522527932161,7.46298818685,0.030337350353
82234,702.008434735,701.902286914,1303.18766784,623.848479212,633.349950761,631.468245777,701.314648609,3.1976717308e-18,-0.0132870325425,0.031654412276,0.000258446298648,0.000889791015922,-0.00128231032156,-0.00157620486674,0.000531616709274,0.000227855051868,0.000147358539312,0.0693781493348,0.000122093461614,-2.1083816847e-05,0.101184552104,0.060577543887,16.9288497966,0.0688164625879
82242,1442.01119153,1440.6282478,1581.66460095,703.770199222,706.619697912,708.027743198,1440.39938546,1.75492505801e-15,-0.0991856942876,-0.00153066872974,0.000272365797835,0.000802328595373,-0.00135137347925,-0.00166109670878,-0.000888131306892,-0.000380659978264,-0.000246180621898,0.464493905491,0.00015649005168,1.19753557759e-05,0.54739214067,0.506508553866,-13.845625163,-0.0562830291179
82285,1416.87040982,1411.87656753,1878.88904732,903.107911322,908.51773147,911.298630287,1411.72703612,1.02072262618e-16,-0.103592954172,0.000486687277773,0.000900260886006,0.000105555808495,-0.00446674544097,-0.00549048524697,0.000370525799993,0.000158810236591,0.000102705839963,0.681718030937,0.00512377910398,-8.68423044269e-06,0.374609340808,0.296078076211,3.2525634522,0.0132218026512
82355,1427.9450685,1427.47055379,1561.04659009,893.379407487,900.224116538,898.741966838,1427.03821721,5.98243875946e-22,-0.0596373073508,-0.00330282134569,0.000262033562154,0.000811183721747,-0.00130010893212,-0.00159808276643,-0.000815596034568,-0.000349570797,-0.000226074610195,0.00013886163814,0.239684276095,1.35545825893e-05,0.392005913538,0.365440479181,-23.3296384979,-0.0948359288531
82474,702.165712662,697.374320064,1484.51000731,529.725409639,531.371944026,539.109535112,696.379273934,3.52287821791e-19,0.0780993941342,0.00362271006888,0.000305750675885,0.00733333388096,-0.00151701629918,-0.00186470344462,-0.000378777673647,-0.00016234705375,-0.000104993172221,0.000672645376697,0.0266536702741,2.50130341669e-05,0.233987770736,0.119362442821,4.04663143231,0.0164497212696
82500,1621.27325894,1620.31318266,2094.42599351,629.707315534,637.136328594,632.544580096,1619.41513612,4.61023451369e-16,0.0450151507171,0.000426723902805,0.000143386028455,0.000701360129871,-0.000711425875385,-0.000874478594031,-0.00616192573642,-0.00264104924428,-0.00170802076012,0.194205309802,0.102694153566,3.27864865032e-06,0.661194500527,0.524407035915,5.45189668893,0.0221621816623
82636,1816.92097504,1814.67892068,2032.01686886,922.773053961,932.205909952,926.663674675,1814.28912118,6.5234589274e-17,-0.101743066573,-0.000437627715592,0.000368524039463,0.000402759348145,-0.00182847338893,-0.00224754383232,-0.00150437129269,-0.000644785223911,-0.000416995840059,0.303879061156,0.0163950080591,5.22513257658e-06,0.525644664976,0.478606345492,-6.12090944394,-0.0248817457071
82672,1030.6303259,1030.58821691,1268.54397257,887.954677823,892.548303521,895.271104265,1029.71203023,1.1542322737e-13,0.0133030773275,-0.0242857277571,0.000182226487276,0.600483784296,-0.000904137171701,-0.00111135766926,0.00103796810003,0.000444881191926,0.000287713799067,0.00550659009625,0.000111014468153,-1.53151997139e-05,0.133312514759,0.114209640303,-36.1175813653,-0.146819436444
82760,1213.76754489,1213.68355337,1220.61508703,566.810509605,576.213576617,572.028554248,1213.27032524,9.40404235161e-14,0.110302173333,0.00384300851764,0.000769688377401,0.00876087294784,-0.00381889528265,-0.00469415337995,-0.0019835325771,-0.000850157473145,-0.000549814289394,0.106283265391,0.0276172006636,1.89742189727e-06,0.57002323718,0.567370057899,25.2917976812,0.102812185696
82812,1444.96456201,1444.7128742,1691.79585219,753.001682124,759.720243891,753.573718973,1444.25423416,3.29018302661e-18,-0.031921510873,0.0016638783331,0.00105205108801,0.00781111124831,-0.00521986956677,-0.00641621897335,0.000418194866716,0.000179241568943,0.000115919201996,0.00250253304679,0.581333399781,-6.58419443014e-06,0.513157408214,0.449790769349,14.5201650351,0.0590250611181
82845,908.57736125,907.006779429,967.528703273,787.329940714,794.124700885,796.88357542,906.390669177,3.29296608542e-20,0.161796984448,0.0150784165272,0.000167817584859,0.0174820647853,-0.000832645784945,-0.00102348106885,-0.000537857622526,-0.000230529955775,-0.000149088454577,0.000296076561835,0.000642994090855,3.20932264111e-05,0.123183188406,0.117663017056,16.1657787449,0.0657145477435
82846,1380.47040272,1379.68845331,1454.91817486,774.658493399,778.400534257,784.474371334,1379.06312412,3.28515821998e-16,0.10212917897,-0.00275160406482,0.00021841182762,0.176687641953,-0.00108367479965,-0.00133204378414,0.00108560951127,0.000465300670924,0.000300919495294,0.00128302719034,0.746727098021,-1.22171071231e-05,0.460080127944,0.441042282246,-20.349078961,-0.0827198331748
82896,1091.53450947,1072.91718206,1660.22553355,596.285779186,600.892831857,603.860843698,1072.70022678,1.73603211752e-18,-0.178997598619,0.00197203059286,0.000101821547203,0.00178798153544,-0.000505199036003,-0.000620986328998,0.00049100489682,0.000210448513526,0.000136101373655,0.00540630744015,0.000542930794298,-5.79418902445e-05,0.466813437548,0.317628701419,8.9111935439,0.0362243639996
82898,1352.98544378,1349.37907751,1822.270953,557.804341166,561.079423106,560.331576296,1348.7851473,2.51540798388e-14,-0.0874394752992,0.000512526333162,0.000645973560057,0.187437905235,-0.00320507032931,-0.00393964500353,0.000628997573822,0.000269593246991,0.000174351486874,0.00472336180638,0.0368008594674,-7.12942429393e-06,0.63331232413,0.482819908119,4.43511213891,0.0180289111338
82995,1051.212779,1037.62571434,2018.16435097,528.188539604,533.526114716,533.390195264,1037.08279286,3.65540777422e-15,0.117988202456,0.00207974336056,0.000263443515354,0.418912111727,-0.00130710457319,-0.00160668174853,-0.000361064473254,-0.000154755038444,-0.000100083260078,0.000586493738545,0.166268255238,3.04541093792e-05,0.521493005072,0.277923814905,9.45767583475,0.0384458367266
83000,894.688292856,887.366027822,1386.33513721,589.120624327,593.623145803,595.178125621,886.994225203,4.10206582871e-16,-0.121437788825,-0.000561128285264,0.000140439038274,0.00534115766402,-0.000696804052796,-0.000856505574912,-0.00229035182769,-0.000981662587704,-0.000634861346436,0.0321571894605,0.232628351407,9.00592087558e-06,0.346362200639,0.236903115564,-1.39524320621,-0.00567172035045
83027,791.755264037,789.086286624,873.760664952,580.371990557,589.84195719,581.076589155,788.738155601,2.06262125525e-19,-0.178486266872,0.00570405004197,0.000141270361108,0.00281440879753,-0.000700928754356,-0.00086157562275,0.000594847967188,0.00025495646027,0.000164885576447,0.00185613044779,0.0625942130951,-3.44715758508e-05,0.274534396319,0.254181158899,9.3276396488,0.0379172343447
83260,1022.54463224,1021.51879024,1744.10848827,890.979406827,896.760306401,900.23747826,1020.8112424,1.76817559613e-19,0.0376874860874,-0.0102322835606,0.000208841146036,0.000387148946551,-0.00103618878865,-0.00127367438605,0.000444154803291,0.000190368199448,0.000123115022345,0.0514359936908,0.0104991722353,-3.12296950573e-05,0.120375578154,0.077843420665,-13.6242731513,-0.0553832241925
